平台,经营单位,仓库,结算方式,运输方式,发货状态,物流录入的结算方法,是否拒收入库完成,是否直销单,是否是多客户出货,是否退改赠,是否手机下的订单,是否代垫发货,发货单据来源,单据来源互联互通,WMS系统发货单状态,需要物流流程,是否医疗分销,time
01020AYH-义珍,DA00-湖南义珍供应链,WKX0-快消虚拟仓,MON,H01,CLO,MON,Y,Y,N,Y,N,N,EASD,N,NEW,Y,N,2020-01-22 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,ZZJCCXC-株洲金巢车销仓虚拟仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-20 00:00:00
01020AJJ-金之津,R100-湖南金之津供应链,CSJZJHLWC-长沙金之津星链仓,WDS,H01,CLO,WDS,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-18 00:00:00
01020AJJ-金之津,R100-湖南金之津供应链,CSJZJHLWC-长沙金之津星链仓,WDS,H01,CLO,WDS,Y,N,N,N,N,Y,EASD,N,NEW,Y,N,2020-01-22 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,AG6019-长沙车销仓（湘AG6019）,YDS,H01,WBG,YDS,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-23 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,SDZZJCZBZCC-株洲金巢总部正常仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-20 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYCDCTBHZMZG-新燎原常德春天百货丸美专柜,MON,H01,CLO,MON,Y,N,Y,N,N,N,RETAILIM,N,NEW,Y,N,2020-01-23 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYZZBHBLYZG-新燎原株洲百货珀莱雅专柜,MON,H01,CLO,MON,Y,N,Y,N,N,N,RETAILIM,N,NEW,Y,N,2020-01-23 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYZSXSTCPLYZJ-新燎原长沙星沙通程珀莱雅专柜,MON,H01,CLO,MON,Y,N,Y,N,N,N,RETAILIM,N,NEW,Y,N,2020-01-24 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYZSXSTCWMZJC-新燎原长沙星沙通程丸美专柜仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,RETAILIM,N,NEW,Y,N,2020-01-24 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYCSHXTCZMZG-新燎原长沙红星通程丸美专柜,MON,H01,CLO,MON,Y,N,Y,N,N,N,RETAILIM,N,NEW,Y,N,2020-01-25 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYCDBBGZMZG-新燎原常德步步高丸美专柜,MON,H01,CLO,MON,Y,N,Y,N,N,N,RETAILIM,N,NEW,Y,N,2020-01-25 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,SDZZJCZBZCC-株洲金巢总部正常仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-21 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,SDZZJCZBZCC-株洲金巢总部正常仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-22 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,SDZZJCZBZCC-株洲金巢总部正常仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-21 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYXTHNBBGZMZG-新燎原湘潭华隆步步高丸美专柜,MON,H01,CLO,MON,Y,N,Y,N,N,N,RETAILIM,N,NEW,Y,N,2020-01-28 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYCSTXDYHBLYZG-新燎原长沙天心大润发珀莱雅专柜,MON,H01,CLO,MON,Y,N,Y,N,N,N,RETAILIM,N,NEW,Y,N,2020-01-01 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYLYTCBGYZG-新燎原浏阳通程珀莱雅专柜,MON,H01,CLO,MON,Y,N,Y,N,N,N,RETAILIM,N,NEW,Y,N,2020-01-01 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYYYBSZMZG-新燎原岳阳百盛丸美专柜,MON,H01,CLO,MON,Y,N,Y,N,N,N,RETAILIM,N,NEW,Y,N,2020-01-01 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYHHDYHBLYZG-新燎原怀化大润发珀莱雅专柜,MON,H01,CLO,MON,Y,N,Y,N,N,N,RETAILIM,N,NEW,Y,N,2020-01-01 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYXTHNBBGZMZG-新燎原湘潭华隆步步高丸美专柜,MON,H01,CLO,MON,Y,N,Y,N,N,N,RETAILIM,N,NEW,Y,N,2020-01-01 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYZZBHBLYZG-新燎原株洲百货珀莱雅专柜,MON,H01,CLO,MON,Y,N,Y,N,N,N,RETAILIM,N,NEW,Y,N,2020-01-01 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,ZZJCCXC-株洲金巢车销仓虚拟仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-02 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,AG6019-长沙车销仓（湘AG6019）,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-02 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,AG6019-长沙车销仓（湘AG6019）,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-02 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,AG6019-长沙车销仓（湘AG6019）,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-02 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,HYZCC-衡阳正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-02 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,ZZJCCXC-株洲金巢车销仓虚拟仓,MON,K01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-02 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,Y,N,EAEC,N,CLO,Y,N,2020-01-01 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,WKX0-快消虚拟仓,YDS,H01,CLO,YDS,Y,Y,N,N,N,N,EASD,N,NEW,Y,N,2020-01-02 00:00:00
01020AXH-怀化鑫星火,CP00-怀化鑫星火供应链,HHXXHZBZCC-怀化鑫星火总部正常仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-02 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,N,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-02 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,WKX0-快消虚拟仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-02 15:16:52
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYZZDDBBGZMZG-新燎原株洲东都步步高丸美专柜,MON,H01,CLO,MON,Y,N,Y,N,N,N,RETAILIM,N,NEW,Y,N,2020-01-01 00:00:00
01020AFQ-百富勤,AV00-衡阳怡亚通百富勤供应链,SDHYBFQWCDC-衡阳百富勤武汉正常仓,TZZ,K01,CLO,TZZ,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-02 13:44:29
01020AYH-义珍,DA00-湖南义珍供应链,AG6019-长沙车销仓（湘AG6019）,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-02 00:00:00
01020AJJ-金之津,R100-湖南金之津供应链,SDHNXZJW-金之津总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,Y,N,EAEC,N,CLO,Y,N,2020-01-01 00:00:00
01020AXH-怀化鑫星火,CP00-怀化鑫星火供应链,HHXXHZBZCC-怀化鑫星火总部正常仓,EAX,H01,CLO,EAX,Y,N,N,N,N,Y,EASD,N,CLO,Y,N,2020-01-02 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,EAX,H01,CLO,EAX,N,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-02 17:07:41
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYCDBBGZMZG-新燎原常德步步高丸美专柜,MON,H01,CLO,MON,Y,N,Y,N,N,N,RETAILIM,N,NEW,Y,N,2020-01-02 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,HLHT,Y,CLO,Y,N,2020-01-02 10:16:04
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,YDS,H01,CLO,YDS,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-02 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,YDS,H01,CLO,YDS,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-02 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-02 00:00:00
01020AXZ-鑫竹,VS00-长沙鑫竹,XZZQCXC1-鑫竹张强车销仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-03 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-02 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-02 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-02 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-02 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,YDS,H01,CLO,YDS,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-02 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTLFQW-鑫梧桐理肤泉正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-02 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-02 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,AG6019-长沙车销仓（湘AG6019）,YDS,H01,CLO,YDS,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-03 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-02 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBZCW10-鑫梧桐总部正常仓MT10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-02 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBZCW10-鑫梧桐总部正常仓MT10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-02 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-02 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,SDZZJCZBZCC-株洲金巢总部正常仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-02 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,HYZCC-衡阳正常仓,YDS,H01,CLO,YDS,Y,N,Y,N,Y,N,EAEC,N,CLO,Y,N,2020-01-01 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,HYZCC-衡阳正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-02 00:00:00
01020AFQ-百富勤,AV00-衡阳怡亚通百富勤供应链,SDHYBFQZBZCW-衡阳百富勤总部正常仓,EAX,H01,CLO,EAX,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-02 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,HYZCC-衡阳正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-02 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,HYZCC-衡阳正常仓,MON,A01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-03 00:00:00
01020AJJ-金之津,R100-湖南金之津供应链,CSJZJHLWC-长沙金之津星链仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-02 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBZCW10-鑫梧桐总部正常仓MT10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-02 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBZCW10-鑫梧桐总部正常仓MT10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-02 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBZCW10-鑫梧桐总部正常仓MT10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-02 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBZCW10-鑫梧桐总部正常仓MT10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-02 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBZCW10-鑫梧桐总部正常仓MT10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-02 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,EAX,H01,CLO,EAX,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-02 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,Y,N,EAEC,N,CLO,Y,N,2020-01-03 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-02 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,HLHT,Y,CLO,Y,N,2020-01-02 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,HLHT,Y,CLO,Y,N,2020-01-02 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,ZZJCCXC-株洲金巢车销仓虚拟仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-02 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-02 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-02 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-02 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBDSZCW10-鑫梧桐总部正常仓DS10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-03 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBDSZCW10-鑫梧桐总部正常仓DS10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-03 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,N,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-03 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,YDS,H01,CLO,YDS,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-03 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,YDS,H01,CLO,YDS,N,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-03 11:40:19
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,WKX0-快消虚拟仓,YDS,H01,CLO,YDS,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-03 14:06:24
01020AYH-义珍,DA00-湖南义珍供应链,HYZCC-衡阳正常仓,EAX,H01,CLO,EAX,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-03 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,HYZCC-衡阳正常仓,YDS,H01,CLO,YDS,Y,N,Y,N,Y,N,EAEC,N,CLO,Y,N,2020-01-03 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBDSZCW10-鑫梧桐总部正常仓DS10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-02 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBDSZCW10-鑫梧桐总部正常仓DS10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-02 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBDSZCW10-鑫梧桐总部正常仓DS10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-02 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBDSZCW10-鑫梧桐总部正常仓DS10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-02 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBDSZCW10-鑫梧桐总部正常仓DS10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-02 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBDSZCW10-鑫梧桐总部正常仓DS10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-02 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBDSZCW10-鑫梧桐总部正常仓DS10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-03 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBDSZCW10-鑫梧桐总部正常仓DS10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-02 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBDSZCW10-鑫梧桐总部正常仓DS10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-02 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBDSZCW10-鑫梧桐总部正常仓DS10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-02 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBDSZCW10-鑫梧桐总部正常仓DS10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-03 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBDSZCW10-鑫梧桐总部正常仓DS10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-02 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBDSZCW10-鑫梧桐总部正常仓DS10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-02 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-03 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-03 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-02 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,HLHT,Y,CLO,Y,N,2020-01-02 10:37:01
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,HLHT,Y,CLO,Y,N,2020-01-02 10:37:02
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,HLHT,Y,CLO,Y,N,2020-01-02 09:55:02
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-03 00:00:00
01020AJJ-金之津,R100-湖南金之津供应链,SDHNXZJW-金之津总部正常仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-02 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYHHPXMC-新燎原CS渠道仓,EAX,H01,WBG,EAX,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-03 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,AG6019-长沙车销仓（湘AG6019）,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-04 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,AG6019-长沙车销仓（湘AG6019）,YDS,H01,CLO,YDS,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-04 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYZPEHC-新燎原赠品日化仓,EAX,H01,CLO,EAX,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-02 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBWLW-鑫梧桐总部物料仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-04 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBWLW-鑫梧桐总部物料仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-04 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBWLW-鑫梧桐总部物料仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-04 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,N,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-04 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,N,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-04 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBWLW-鑫梧桐总部物料仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-04 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,WKX0-快消虚拟仓,MON,H01,CLO,MON,Y,Y,N,N,N,N,EASD,N,NEW,Y,N,2020-01-04 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBWLW-鑫梧桐总部物料仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-04 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBWLW-鑫梧桐总部物料仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-04 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBWLW-鑫梧桐总部物料仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-04 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBWLW-鑫梧桐总部物料仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-04 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBWLW-鑫梧桐总部物料仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-04 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBWLW-鑫梧桐总部物料仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-04 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBWLW-鑫梧桐总部物料仓,EAX,H01,CLO,EAX,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-03 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,AG6019-长沙车销仓（湘AG6019）,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-04 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,SDZZJCZBZCC-株洲金巢总部正常仓,WDS,H01,CLO,WDS,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-03 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,ZZJCCXC-株洲金巢车销仓虚拟仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-02 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,ZZJCCXC-株洲金巢车销仓虚拟仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-02 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,ZZJCCXC-株洲金巢车销仓虚拟仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-02 00:00:00
